address,postcode,property_type,bedrooms,tenure,last_sold_date,last_sold_price
"32, Cuthbert Road, Cheadle 13 Detached 3 Leasehold Previ",SK8 2DT,Detached,3.0,Leasehold,26 Feb 2025,320000
"7, Hurst Avenue, Cheadle Hulme, Cheadle Detached Leasehold Previous t",SK8 7PQ,Detached,,Leasehold,26 Feb 2025,539100
"27, St Anns Road South, Heald Green, Cheadle 13 Semi-Detached 4 Leasehold",SK8 3DZ,Detached,4.0,Leasehold,26 Feb 2025,385000
"8, Electra House, Stockport Road, Cheadle 10 Flat 1 Leasehold Previous",SK8 2AA,Flat,1.0,Leasehold,24 Feb 2025,165000
"11, Orrishmere Road, Cheadle Hulme, Cheadle 22 Detached 3 Freehold Previo",SK8 5HP,Detached,3.0,Freehold,24 Feb 2025,525000
"39, Councillor Lane, Cheadle 17 Semi-Detached 4 Freehold P",SK8 2HX,Detached,4.0,Freehold,24 Feb 2025,380000
"144, Glandon Drive, Cheadle Hulme, Cheadle 29 Detached 4 Freehold Previo",SK8 7HD,Detached,4.0,Freehold,24 Feb 2025,740000
"1, St Davids Road, Cheadle 19 Semi-Detached 4 Freehold P",SK8 2HE,Detached,4.0,Freehold,24 Feb 2025,320000
"43, Longnor Road, Heald Green, Cheadle 20 Semi-Detached 3 Leasehold",SK8 3BW,Detached,3.0,Leasehold,24 Feb 2025,357000
"6, Northenden Road, Gatley, Cheadle 18 Terraced 3 Freehold Previo",SK8 4DN,Terraced,3.0,Freehold,24 Feb 2025,168000
"5, Arundel Road, Cheadle Hulme, Cheadle 16 Semi-Detached 4 Freehold P",SK8 6NX,Detached,4.0,Freehold,24 Feb 2025,437000
"7, Stalmine Avenue, Heald Green, Cheadle 19 Semi-Detached 3 Freehold P",SK8 3JG,Detached,3.0,Freehold,21 Feb 2025,385500
"37, Chedlee Drive, Cheadle Hulme, Cheadle 15 Terraced 3 Freehold Previo",SK8 6BQ,Terraced,3.0,Freehold,21 Feb 2025,287000
"6, Dryden Avenue, Cheadle 13 Semi-Detached 2 Freehold P",SK8 2AW,Detached,2.0,Freehold,21 Feb 2025,220000
"167, Ladybridge Road, Cheadle Hulme, Cheadle 21 Terraced 3 Freehold Previo",SK8 5PL,Terraced,3.0,Freehold,21 Feb 2025,288145
"23, Demmings Road, Cheadle 13 Semi-Detached 3 Freehold P",SK8 2LF,Detached,3.0,Freehold,21 Feb 2025,302000
"81, Aber Road, Cheadle 10 Semi-Detached 3 Leasehold",SK8 2ER,Detached,3.0,Leasehold,21 Feb 2025,384044
"81, Aber Road, Cheadle 10 Semi-Detached 3 Leasehold",SK8 2ER,Detached,3.0,Leasehold,21 Feb 2025,315000
"15, High Meadow, Cheadle Hulme, Cheadle 18 Terraced 3 Leasehold Previ",SK8 6SG,Terraced,3.0,Leasehold,21 Feb 2025,332500
"35, Stanley Road, Cheadle Hulme, Cheadle 15 Terraced 3 Freehold Previo",SK8 6PL,Terraced,3.0,Freehold,21 Feb 2025,290000
"38, Parsonage Way, Cheadle 17 Terraced 2 Freehold Previo",SK8 2JS,Terraced,2.0,Freehold,21 Feb 2025,250000
"40, Woodstock Avenue, Cheadle Hulme, Cheadle 24 Terraced 3 Freehold Previo",SK8 7LD,Terraced,3.0,Freehold,21 Feb 2025,350000
"8, Holmes Street, Cheadle 11 Terraced 2 Freehold Previo",SK8 2DU,Terraced,2.0,Freehold,20 Feb 2025,247000
"9, 8 Fabrick, Warren Road, Cheadle Hulme, Cheadle 9 Flat 2 Leasehold Previous t",SK8 5BT,Flat,2.0,Leasehold,20 Feb 2025,165000
"23, Chedlee Drive, Cheadle Hulme, Cheadle 11 Flat 1 Leasehold Previous",SK8 6BQ,Flat,1.0,Leasehold,19 Feb 2025,122000
"2, Turves Road, Cheadle Hulme, Cheadle Detached Freehold Previous tr",SK8 6AY,Detached,,Freehold,19 Feb 2025,370000
"5, Beard Street, Heald Green, Cheadle Detached Freehold Previous tr",SK8 3XF,Detached,,Freehold,19 Feb 2025,574995
"23, Belmont Road, Gatley, Cheadle 15 Semi-Detached 3 Freehold P",SK8 4AG,Detached,3.0,Freehold,19 Feb 2025,420000
"155, Stockport Road, Cheadle 10 Terraced 2 Freehold Previo",SK8 2DP,Terraced,2.0,Freehold,19 Feb 2025,255000
"11, Norbreck Avenue, Cheadle 15 Terraced 1 Leasehold Previ",SK8 2ET,Terraced,1.0,Leasehold,19 Feb 2025,175000
"19, Bruntwood Avenue, Heald Green, Cheadle 12 Semi-Detached 3 Freehold P",SK8 3RT,Detached,3.0,Freehold,18 Feb 2025,364500
"3, Bowmont Close, Cheadle Hulme, Cheadle 15 Detached 3 Freehold Previo",SK8 5RX,Detached,3.0,Freehold,18 Feb 2025,360000
"21, Tarvin Road, Cheadle 13 Terraced 2 Freehold Previo",SK8 2LL,Terraced,2.0,Freehold,17 Feb 2025,245000
"58, Vicarage Avenue, Cheadle Hulme, Cheadle 10 Detached 4 Leasehold Previ",SK8 7JP,Detached,4.0,Leasehold,17 Feb 2025,443500
"30, Wilcott Road, Gatley, Cheadle 54 Semi-Detached 5 Leasehold",SK8 4DX,Detached,5.0,Leasehold,17 Feb 2025,547500
"24, Belmont Road, Gatley, Cheadle 14 Semi-Detached 3 Freehold P",SK8 4AQ,Detached,3.0,Freehold,14 Feb 2025,330000
"27, Ledge Ley, Cheadle Hulme, Cheadle 16 Detached 4 Leasehold Previ",SK8 6SQ,Detached,4.0,Leasehold,14 Feb 2025,400000
"15, Whitegates, Wilmslow Road, Cheadle 14 Flat 2 Leasehold Previous",SK8 1HG,Flat,2.0,Leasehold,14 Feb 2025,182500
"92, Brown Lane, Heald Green, Cheadle 16 Detached 3 Freehold Previo",SK8 3RA,Detached,3.0,Freehold,14 Feb 2025,390000
"41, Aber Road, Cheadle 16 Semi-Detached 3 Leasehold",SK8 2ER,Detached,3.0,Leasehold,14 Feb 2025,310000
"71, Bulkeley Road, Cheadle 11 Semi-Detached 2 Freehold P",SK8 2AD,Detached,2.0,Freehold,14 Feb 2025,295000
"4, Brookfield Crescent, Cheadle 28 Detached 5 Freehold Previo",SK8 1NH,Detached,5.0,Freehold,13 Feb 2025,780000
"5, Demmings Road, Cheadle 28 Semi-Detached 4 Freehold P",SK8 2LF,Detached,4.0,Freehold,13 Feb 2025,384044
"5, Demmings Road, Cheadle 28 Semi-Detached 4 Freehold P",SK8 2LF,Detached,4.0,Freehold,13 Feb 2025,495000
"6, Cheviot Avenue, Cheadle Hulme, Cheadle 21 Detached 3 Freehold Previo",SK8 6BG,Detached,3.0,Freehold,13 Feb 2025,340000
"9, Acre Lane, Cheadle Hulme, Cheadle 21 Detached 4 Freehold Previo",SK8 7PL,Detached,4.0,Freehold,12 Feb 2025,565000
"14, Crescent Road, Cheadle 11 Terraced 2 Freehold Previo",SK8 1PW,Terraced,2.0,Freehold,12 Feb 2025,290000
"43, Syddall Avenue, Heald Green, Cheadle 14 Detached 4 Freehold Previo",SK8 3AA,Detached,4.0,Freehold,12 Feb 2025,431000
"25, Lime Grove, Cheadle 12 Terraced 3 Freehold Previo",SK8 1PF,Terraced,3.0,Freehold,11 Feb 2025,325000
"15, Nansen Road, Gatley, Cheadle 23 Semi-Detached 3 Freehold P",SK8 4JL,Detached,3.0,Freehold,11 Feb 2025,455000
"3, 11 Westford Villa, Milton Crescent, Cheadle 14 Flat 2 Leasehold Previous",SK8 1NT,Flat,2.0,Leasehold,11 Feb 2025,295000
"12, South View Gardens, Cheadle Flat Leasehold Previous trans",SK8 1PA,Flat,,Leasehold,10 Feb 2025,252500
"28, Branksome Drive, Heald Green, Cheadle 14 Semi-Detached 3 Leasehold",SK8 3AJ,Detached,3.0,Leasehold,10 Feb 2025,297000
"47, St Davids Road, Cheadle Terraced Freehold Previous tr",SK8 2HF,Terraced,,Freehold,10 Feb 2025,215000
"55, Sudbury Drive, Heald Green, Cheadle 17 Semi-Detached 3 Leasehold",SK8 3BT,Detached,3.0,Leasehold,7 Feb 2025,385000
"5, East Downs Road, Cheadle Hulme, Cheadle 11 Semi-Detached 4 Leasehold",SK8 5ES,Detached,4.0,Leasehold,7 Feb 2025,412000
"28, Drayton Drive, Heald Green, Cheadle 23 Detached 3 Leasehold Previ",SK8 3LF,Detached,3.0,Leasehold,7 Feb 2025,395000
"19, Brandon Avenue, Heald Green, Cheadle 18 Semi-Detached 3 Leasehold",SK8 3SG,Detached,3.0,Leasehold,7 Feb 2025,312000
"7, Calderbrook Court, Cheadle 18 Flat 2 Leasehold Previous",SK8 5NX,Flat,2.0,Leasehold,7 Feb 2025,183000
"24, Dryden Avenue, Cheadle 11 Semi-Detached 3 Freehold P",SK8 2AW,Detached,3.0,Freehold,6 Feb 2025,315000
"20, Argyll Road, Cheadle 20 Semi-Detached 3 Freehold P",SK8 2LQ,Detached,3.0,Freehold,6 Feb 2025,325000
"59, Bird Hall Road, Cheadle Hulme, Cheadle Semi-Detached 3 Freehold Prev",SK8 5QE,Detached,3.0,Freehold,5 Feb 2025,180000
"9, Hulme Hall Close, Cheadle Hulme, Cheadle 25 Terraced 5 Freehold Previo",SK8 6LH,Terraced,5.0,Freehold,3 Feb 2025,720032
"55, Frances Street, Cheadle 20 Terraced 2 Freehold Previo",SK8 2AL,Terraced,2.0,Freehold,31 Jan 2025,286382
"24, Boundary Road, Cheadle 28 Detached 3 Leasehold Previ",SK8 2EL,Detached,3.0,Leasehold,31 Jan 2025,370000
"5, Millom Place, Gatley, Cheadle 20 Detached 3 Freehold Previo",SK8 4RL,Detached,3.0,Freehold,31 Jan 2025,400833
"148, Queens Road, Cheadle Hulme, Cheadle 17 Detached 3 Freehold Previo",SK8 5HY,Detached,3.0,Freehold,31 Jan 2025,457500
"84, Elmsleigh Road, Heald Green, Cheadle 26 Semi-Detached 3 Leasehold",SK8 3UE,Detached,3.0,Leasehold,31 Jan 2025,438000
"121, St Davids Road, Cheadle 7 Semi-Detached 2 Freehold Pr",SK8 2HL,Detached,2.0,Freehold,31 Jan 2025,384044
"121, St Davids Road, Cheadle 7 Semi-Detached 2 Freehold Pr",SK8 2HL,Detached,2.0,Freehold,31 Jan 2025,222500
"48, Cranleigh Drive, Cheadle 21 Semi-Detached 3 Freehold P",SK8 2DJ,Detached,3.0,Freehold,31 Jan 2025,350000
"7, Brookdale Road, Gatley, Cheadle 14 Semi-Detached 4 Freehold P",SK8 4HU,Detached,4.0,Freehold,31 Jan 2025,531488
"68, Deane Avenue, Cheadle 16 Semi-Detached 3 Freehold P",SK8 2DW,Detached,3.0,Freehold,31 Jan 2025,360000
"8, Greenvale Drive, Cheadle 13 Terraced 3 Freehold Previo",SK8 1QB,Terraced,3.0,Freehold,31 Jan 2025,260000
"34, Glandon Drive, Cheadle Hulme, Cheadle 22 Detached 5 Leasehold Previ",SK8 7EY,Detached,5.0,Leasehold,31 Jan 2025,750000
"18, Hall Street, Cheadle 17 Terraced 3 Freehold Previo",SK8 1PJ,Terraced,3.0,Freehold,31 Jan 2025,408666
"33, Boundary Road, Cheadle 14 Semi-Detached 3 Leasehold",SK8 2EN,Detached,3.0,Leasehold,30 Jan 2025,305000
"122, Brookfield Road, Cheadle 10 Semi-Detached 4 Freehold P",SK8 1EX,Detached,4.0,Freehold,30 Jan 2025,305000
"38, Thornfield Grove, Cheadle Hulme, Cheadle 6 Flat 1 Leasehold Previous t",SK8 6AZ,Flat,1.0,Leasehold,30 Jan 2025,118000
"3, The Hollows, Heald Green, Cheadle Detached Freehold Previous tr",SK8 3UT,Detached,,Freehold,30 Jan 2025,600000
"2, Ruthin Avenue, Cheadle Hulme, Cheadle 14 Detached 2 Leasehold Previ",SK8 6BT,Detached,2.0,Leasehold,28 Jan 2025,265000
"20, Granby Road, Cheadle Hulme, Cheadle 22 Semi-Detached 3 Freehold P",SK8 6LS,Detached,3.0,Freehold,27 Jan 2025,525000
"34, Wilton Avenue, Heald Green, Cheadle 16 Semi-Detached 2 Freehold P",SK8 3LY,Detached,2.0,Freehold,27 Jan 2025,295000
"1, The Spinney, Cheadle 17 Detached 3 Freehold Previo",SK8 1JA,Detached,3.0,Freehold,24 Jan 2025,750000
"38, Kelsall Road, Cheadle 12 Flat 2 Leasehold Previous",SK8 2NE,Flat,2.0,Leasehold,24 Jan 2025,152500
"18, Yew Tree Park Road, Cheadle Hulme, Cheadle 19 Detached 5 Freehold Previo",SK8 7EP,Detached,5.0,Freehold,24 Jan 2025,910000
"3, Conway Road, Cheadle Hulme, Cheadle Detached Leasehold Previous t",SK8 6BP,Detached,,Leasehold,24 Jan 2025,445000
"22, Barnes Way, Cheadle 15 Terraced 3 Freehold Previo",SK8 2GH,Terraced,3.0,Freehold,24 Jan 2025,450000
"18, Brown Lane, Heald Green, Cheadle 16 Semi-Detached 3 Leasehold",SK8 3RR,Detached,3.0,Leasehold,24 Jan 2025,332500
"7, Oakfield Avenue, Cheadle 16 Semi-Detached 3 Freehold P",SK8 1EF,Detached,3.0,Freehold,24 Jan 2025,315000
"22, Fairfield Avenue, Cheadle Hulme, Cheadle 13 Semi-Detached 3 Freehold P",SK8 6AF,Detached,3.0,Freehold,24 Jan 2025,415000
"42, Barnes Way, Cheadle 13 Terraced 4 Freehold Previo",SK8 2GH,Terraced,4.0,Freehold,24 Jan 2025,469950
"11, Aysgarth Avenue, Cheadle 24 Detached 4 Freehold Previo",SK8 1QP,Detached,4.0,Freehold,24 Jan 2025,384044
"11, Aysgarth Avenue, Cheadle 24 Detached 4 Freehold Previo",SK8 1QP,Detached,4.0,Freehold,24 Jan 2025,690000
"2, Greenbank Road, Gatley, Cheadle 12 Semi-Detached 2 Freehold P",SK8 4DW,Detached,2.0,Freehold,23 Jan 2025,290000
"29, East Avenue, Heald Green, Cheadle 22 Terraced 4 Freehold Previo",SK8 3DL,Terraced,4.0,Freehold,21 Jan 2025,385000
"13, Arden Close, Heald Green, Cheadle 13 Terraced 3 Freehold Previo",SK8 3NF,Terraced,3.0,Freehold,20 Jan 2025,217500
"23, Whitegates, Wilmslow Road, Cheadle 10 Flat 1 Leasehold Previous",SK8 1HG,Flat,1.0,Leasehold,20 Jan 2025,75000
"44, Roundhey, Heald Green, Cheadle 25 Terraced 4 Leasehold Previ",SK8 3JR,Terraced,4.0,Leasehold,20 Jan 2025,440000
"44, Springfield Road, Gatley, Cheadle 17 Semi-Detached 3 Freehold P",SK8 4PE,Detached,3.0,Freehold,17 Jan 2025,444000
"4, Abbey Road, Cheadle 8 Terraced 2 Freehold Previou",SK8 2JW,Terraced,2.0,Freehold,17 Jan 2025,187500
"14, Haslemere Drive, Cheadle Hulme, Cheadle 15 Semi-Detached 4 Freehold P",SK8 6JY,Detached,4.0,Freehold,17 Jan 2025,435000
"92, Grange Avenue, Cheadle Hulme, Cheadle 13 Terraced 2 Freehold Previo",SK8 5NL,Terraced,2.0,Freehold,17 Jan 2025,290000
"32, Greenway Road, Heald Green, Cheadle 16 Detached 3 Freehold Previo",SK8 3NU,Detached,3.0,Freehold,17 Jan 2025,407500
"2, Tanyard Drive, Heald Green, Cheadle Semi-Detached Freehold Previo",SK8 3TE,Detached,,Freehold,16 Jan 2025,399995
"11, Vaudrey Drive, Cheadle Hulme, Cheadle 10 Detached 3 Freehold Previo",SK8 5LR,Detached,3.0,Freehold,15 Jan 2025,450000
"4, Longmeadow, Cheadle Hulme, Cheadle 18 Detached 4 Freehold Previo",SK8 7ER,Detached,4.0,Freehold,15 Jan 2025,657000
"161, Turves Road, Cheadle Hulme, Cheadle 27 Semi-Detached 4 Freehold P",SK8 6AL,Detached,4.0,Freehold,15 Jan 2025,390000
"7, The Downs, Cheadle 18 Detached 4 Leasehold Previ",SK8 1JL,Detached,4.0,Leasehold,14 Jan 2025,485000
"10, 68 St James Court, Stanley Road, Cheadle Hulme, Cheadle 9 Flat 2 Leasehold Previous t",SK8 6QN,Flat,2.0,Leasehold,14 Jan 2025,150000
"2, Brackenwood Drive, Cheadle Detached Freehold Previous tr",SK8 1JX,Detached,,Freehold,13 Jan 2025,820000
"4, Marquis Drive, Heald Green, Cheadle 20 Detached 5 Freehold Previo",SK8 3HS,Detached,5.0,Freehold,10 Jan 2025,450000
"44, Pingate Lane, Cheadle Hulme, Cheadle Semi-Detached Leasehold Previ",SK8 7LT,Detached,,Leasehold,10 Jan 2025,525000
"23, Homebeck House, Gatley Green, Gatley, Cheadle 21 Flat 1 Leasehold Previous",SK8 4NF,Flat,1.0,Leasehold,10 Jan 2025,110000
"11, Drayton Drive, Heald Green, Cheadle 26 Detached 3 Freehold Previo",SK8 3LE,Detached,3.0,Freehold,10 Jan 2025,384044
"11, Drayton Drive, Heald Green, Cheadle 26 Detached 3 Freehold Previo",SK8 3LE,Detached,3.0,Freehold,10 Jan 2025,490000
"8, Moseley Grange, Moseley Road, Cheadle Hulme, Cheadle 6 Flat 2 Leasehold Previous t",SK8 5EZ,Flat,2.0,Leasehold,9 Jan 2025,185000
"177, Gillbent Road, Cheadle Hulme, Cheadle Flat Leasehold Previous trans",SK8 6NH,Flat,,Leasehold,9 Jan 2025,105000
"52, Bruntwood Avenue, Heald Green, Cheadle 19 Detached 3 Freehold Previo",SK8 3RU,Detached,3.0,Freehold,9 Jan 2025,420000
"25, Broadway, Cheadle 27 Semi-Detached 4 Freehold P",SK8 1NQ,Detached,4.0,Freehold,7 Jan 2025,580000
"13, Woodfield Road, Cheadle Hulme, Cheadle 18 Semi-Detached 4 Freehold P",SK8 7JT,Detached,4.0,Freehold,7 Jan 2025,500000
"34, Woodfield Road, Cheadle Hulme, Cheadle Semi-Detached Freehold Previo",SK8 7JS,Detached,,Freehold,7 Jan 2025,675000
"9, Tintern Road, Cheadle Hulme, Cheadle 13 Semi-Detached 3 Freehold P",SK8 7QF,Detached,3.0,Freehold,7 Jan 2025,425000
"12, Ripley Avenue, Cheadle Hulme, Cheadle 25 Semi-Detached 3 Freehold P",SK8 7NF,Detached,3.0,Freehold,7 Jan 2025,542500
"14, Tewkesbury Close, Cheadle Hulme, Cheadle 12 Semi-Detached 3 Freehold P",SK8 7QQ,Detached,3.0,Freehold,6 Jan 2025,340000
"80, Gillbent Road, Cheadle Hulme, Cheadle 21 Semi-Detached 3 Freehold P",SK8 6NG,Detached,3.0,Freehold,6 Jan 2025,483000
"59, Swann Lane, Cheadle Hulme, Cheadle 24 Semi-Detached 3 Freehold P",SK8 7HR,Detached,3.0,Freehold,6 Jan 2025,650000
"8, Drayton Drive, Heald Green, Cheadle 24 Detached 4 Leasehold Previ",SK8 3LF,Detached,4.0,Leasehold,6 Jan 2025,570000
"16, Shiredale Close, Cheadle Hulme, Cheadle 21 Detached 4 Freehold Previo",SK8 5RY,Detached,4.0,Freehold,6 Jan 2025,520000
"87, Baslow Drive, Heald Green, Cheadle 15 Semi-Detached 3 Leasehold",SK8 3HW,Detached,3.0,Leasehold,3 Jan 2025,350000
"9, Finney Lane, Heald Green, Cheadle 20 Detached 4 Freehold Previo",SK8 3DQ,Detached,4.0,Freehold,3 Jan 2025,550000
"1, Kelsall Road, Cheadle Terraced Leasehold Previous t",SK8 2NE,Terraced,,Leasehold,1 Jan 2025,169000
"35, Grange Avenue, Cheadle Hulme, Cheadle 17 Semi-Detached 3 Freehold P",SK8 5EN,Detached,3.0,Freehold,1 Jan 2025,445000
"55, Cranleigh Drive, Cheadle 18 Semi-Detached 3 Freehold P",SK8 2DH,Detached,3.0,Freehold,23 Dec 2024,350000
"4, Haslemere Drive, Cheadle Hulme, Cheadle 19 Semi-Detached 3 Freehold P",SK8 6JY,Detached,3.0,Freehold,20 Dec 2024,442000
"15, Combermere Close, Cheadle Hulme, Cheadle 24 Semi-Detached 3 Freehold P",SK8 5HU,Detached,3.0,Freehold,20 Dec 2024,395000
"32, Daylesford Road, Cheadle 18 Detached 5 Freehold Previo",SK8 1LF,Detached,5.0,Freehold,20 Dec 2024,730000
"10, Vicarage Avenue, Cheadle Hulme, Cheadle 18 Semi-Detached 4 Freehold P",SK8 7JW,Detached,4.0,Freehold,20 Dec 2024,560000
"5, Drayton Drive, Heald Green, Cheadle 15 Detached 3 Freehold Previo",SK8 3LE,Detached,3.0,Freehold,20 Dec 2024,481000
"25, Motcombe Grove, Heald Green, Cheadle 18 Terraced 2 Leasehold Previ",SK8 3TL,Detached,2.0,Leasehold,20 Dec 2024,384044
"25, Motcombe Grove, Heald Green, Cheadle 18 Terraced 2 Leasehold Previ",SK8 3TL,Detached,2.0,Leasehold,20 Dec 2024,287500
"15, 107 Smithy Croft, Finney Lane, Heald Green, Cheadle 10 Flat 2 Leasehold Previous",SK8 3PT,Flat,2.0,Leasehold,19 Dec 2024,160000
"99, Boundary Road, Cheadle 9 Semi-Detached 3 Leasehold P",SK8 2EW,Detached,3.0,Leasehold,19 Dec 2024,320000
"37, Queensway, Heald Green, Cheadle 24 Semi-Detached 3 Leasehold",SK8 3DD,Detached,3.0,Leasehold,19 Dec 2024,318000
"4, Tanyard Drive, Heald Green, Cheadle Detached Freehold Previous tr",SK8 3TE,Detached,,Freehold,19 Dec 2024,534995
"10, Hazel Gardens, Hazel Road, Cheadle Hulme, Cheadle 12 Flat 3 Leasehold Previous",SK8 7GG,Flat,3.0,Leasehold,19 Dec 2024,365000
"1, Madison Avenue, Cheadle Hulme, Cheadle 41 Detached 5 Freehold Previo",SK8 5DF,Detached,5.0,Freehold,19 Dec 2024,935000
"10, Ingleton Close, Cheadle 7 Detached 2 Leasehold Previo",SK8 1QW,Detached,2.0,Leasehold,19 Dec 2024,320000
"143, Acre Lane, Cheadle Hulme, Cheadle 24 Detached 4 Freehold Previo",SK8 7PB,Detached,4.0,Freehold,19 Dec 2024,700000
"45, Finney Lane, Heald Green, Cheadle 10 Semi-Detached 3 Freehold P",SK8 3DY,Detached,3.0,Freehold,19 Dec 2024,340000
"4, Bolshaw Farm, Bolshaw Farm Lane, Heald Green 7 Terraced Leasehold Previous",SK8 3JZ,Terraced,,Leasehold,19 Dec 2024,420000
"12, Brandon Avenue, Heald Green, Cheadle 11 Semi-Detached 3 Leasehold",SK8 3SQ,Detached,3.0,Leasehold,19 Dec 2024,280000
"15, Farley Court, Cheadle Hulme, Cheadle 17 Terraced 4 Freehold Previo",SK8 5JG,Terraced,4.0,Freehold,18 Dec 2024,360000
"42, Heathbank Road, Cheadle Hulme, Cheadle 20 Semi-Detached 4 Freehold P",SK8 6HG,Detached,4.0,Freehold,18 Dec 2024,768000
"135, 8 Fabrick, Warren Road, Cheadle Hulme, Cheadle 14 Flat 1 Leasehold Previous",SK8 5BW,Flat,1.0,Leasehold,18 Dec 2024,162750
"21, Avon Road, Heald Green, Cheadle Terraced Freehold Previous tr",SK8 3LS,Terraced,,Freehold,18 Dec 2024,250000
"40, Brandon Avenue, Heald Green, Cheadle 22 Semi-Detached 3 Freehold P",SK8 3SQ,Detached,3.0,Freehold,18 Dec 2024,315000
"7, Deane Avenue, Cheadle 15 Terraced 2 Freehold Previo",SK8 2DN,Terraced,2.0,Freehold,18 Dec 2024,260000
"48, Davies Avenue, Heald Green, Cheadle 27 Semi-Detached 3 Leasehold",SK8 3PG,Detached,3.0,Leasehold,18 Dec 2024,390000
"7, Bolshaw Farm, Bolshaw Farm Lane, Cheadle 9 Terraced 2 Leasehold Previo",SK8 3JZ,Terraced,2.0,Leasehold,18 Dec 2024,360000
"3, Regent Close, Cheadle Hulme, Cheadle 19 Semi-Detached 3 Freehold P",SK8 5PJ,Detached,3.0,Freehold,18 Dec 2024,265000
"47, Wilmslow Road, Cheadle 29 Detached 3 Freehold Previo",SK8 1HG,Detached,3.0,Freehold,18 Dec 2024,635000
"14, Bromleigh Avenue, Gatley, Cheadle 24 Semi-Detached 4 Freehold P",SK8 4DB,Detached,4.0,Freehold,18 Dec 2024,409600
"9, Bradgate Avenue, Heald Green, Cheadle 27 Semi-Detached 3 Freehold P",SK8 3AQ,Detached,3.0,Freehold,17 Dec 2024,296000
"9, Tanyard Drive, Heald Green, Cheadle Semi-Detached Freehold Previo",SK8 3TE,Detached,5.0,Freehold,17 Dec 2024,384044
"9, Tanyard Drive, Heald Green, Cheadle Semi-Detached Freehold Previo",SK8 3TE,Detached,5.0,Freehold,17 Dec 2024,399995
"92, Queens Road, Cheadle Hulme, Cheadle 24 Detached 5 Freehold Previo",SK8 5HS,Detached,5.0,Freehold,17 Dec 2024,850000
"7, Barley Croft, Cheadle Hulme, Cheadle 23 Detached 3 Freehold Previo",SK8 6SL,Detached,3.0,Freehold,16 Dec 2024,363000
"7, Tanyard Drive, Heald Green, Cheadle Semi-Detached Freehold Previo",SK8 3TE,Detached,,Freehold,16 Dec 2024,394995
"11, Summerlea, Cheadle Hulme, Cheadle 16 Detached 4 Freehold Previo",SK8 7EJ,Detached,4.0,Freehold,16 Dec 2024,535600
"2, Regency Gardens, Cheadle Hulme, Cheadle 22 Detached 5 Freehold Previo",SK8 6SX,Detached,5.0,Freehold,16 Dec 2024,695000
"1, The Tarns, Gatley, Cheadle 15 Semi-Detached 3 Freehold P",SK8 4RU,Detached,3.0,Freehold,14 Dec 2024,435000
"8, Northenden Road, Gatley, Cheadle 20 Terraced 3 Freehold Previo",SK8 4DN,Terraced,3.0,Freehold,13 Dec 2024,390000
"8, Darley Avenue, Gatley, Cheadle 26 Semi-Detached 3 Freehold P",SK8 4PQ,Detached,3.0,Freehold,13 Dec 2024,562500
"16, Worthington Crescent, Cheadle 15 Terraced 3 Freehold Previo",SK8 2GJ,Terraced,3.0,Freehold,13 Dec 2024,335000
"5, Lomond Road, Heald Green, Cheadle 32 Detached 5 Freehold Previo",SK8 3TZ,Detached,5.0,Freehold,13 Dec 2024,720000
"63, Dutton Court, Station Approach, Cheadle Hulme, Cheadle 20 Flat 1 Leasehold Previous",SK8 5BF,Flat,1.0,Leasehold,13 Dec 2024,100000
"1, Polldean House, Turnfield Road, Cheadle 15 Flat 2 Leasehold Previous",SK8 1JG,Flat,2.0,Leasehold,13 Dec 2024,247500
"8, Greenway Road, Heald Green, Cheadle 25 Detached 3 Freehold Previo",SK8 3NR,Detached,3.0,Freehold,13 Dec 2024,408000
"3, Spath Walk, Cheadle Hulme, Cheadle 24 Semi-Detached 4 Freehold P",SK8 7NJ,Detached,4.0,Freehold,13 Dec 2024,617500
"5, Tanyard Drive, Heald Green, Cheadle Detached Freehold Previous tr",SK8 3TE,Detached,,Freehold,13 Dec 2024,509995
"5, Hampton Grove, Cheadle Hulme, Cheadle 17 Detached 3 Leasehold Previ",SK8 6DG,Detached,3.0,Leasehold,13 Dec 2024,405000
"9, Aber Road, Cheadle 22 Detached 3 Leasehold Previ",SK8 2ER,Detached,3.0,Leasehold,13 Dec 2024,325000
"22, Westfield Road, Cheadle Hulme, Cheadle 20 Detached 4 Freehold Previo",SK8 6EH,Detached,4.0,Freehold,13 Dec 2024,650000
"52, South Park Road, Gatley, Cheadle 16 Detached 4 Freehold Previo",SK8 4AN,Detached,4.0,Freehold,13 Dec 2024,455000
"23, Tarvin Road, Cheadle 11 Terraced 2 Freehold Previo",SK8 2LL,Terraced,2.0,Freehold,12 Dec 2024,243000
"37, Newboult Road, Cheadle 15 Semi-Detached 4 Freehold P",SK8 2AH,Detached,4.0,Freehold,12 Dec 2024,440000
"52, Oakdale Drive, Heald Green, Cheadle 15 Semi-Detached 2 Freehold P",SK8 3SL,Detached,2.0,Freehold,12 Dec 2024,295000
"9, Whitegates, Wilmslow Road, Cheadle 14 Flat 1 Leasehold Previous",SK8 1HG,Flat,1.0,Leasehold,12 Dec 2024,165000
"14, Laurieston Court, Chadvil Road, Cheadle 3 Flat 2 Leasehold Previous t",SK8 1PL,Flat,2.0,Leasehold,11 Dec 2024,175000
"25, Richmond Hill Road, Cheadle Detached Freehold Previous tr",SK8 1QF,Detached,,Freehold,11 Dec 2024,400000
